transientid,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,volunteer_7,volunteer_8,volunteer_9,volunteer_10,label
420446,0,0,0,0,0,0,0,0,0,0,0
420540,0,0,0,0,0,0,0,0,0,0,0
420630,0,0,0,0,0,0,0,0,0,0,0
420678,1,1,1,1,1,1,1,1,1,1,1
420752,1,1,1,0,1,1,1,1,1,0,1
420816,0,0,0,0,0,0,0,0,0,0,0
420821,0,0,0,0,0,0,0,0,0,0,0
421078,0,0,0,0,0,0,0,0,0,0,0
421080,1,1,1,0,1,1,1,1,1,0,1
421605,0,0,0,0,0,0,0,0,0,0,0
421782,0,0,1,1,0,1,0,0,1,0,0
421793,0,0,0,0,0,0,0,0,0,0,0
421799,0,0,0,0,0,0,0,0,0,0,0
421920,0,0,0,0,0,0,0,0,0,0,0
421943,1,1,1,1,1,1,1,1,1,1,1
421966,0,0,0,0,0,0,0,0,0,0,0
422052,0,0,1,0,1,1,0,1,0,0,0
422072,0,0,0,0,0,0,0,0,0,0,0
422767,0,0,0,0,0,0,0,0,0,0,0
422855,0,0,0,0,0,0,0,0,0,0,0
422943,0,0,0,0,1,0,0,0,0,0,0
423009,1,1,1,1,1,1,1,1,1,0,1
423061,0,0,0,0,0,0,0,0,0,0,0
423113,1,1,1,1,1,1,1,1,1,0,1
423169,0,0,0,0,0,0,0,0,0,0,0
445247,0,0,0,0,0,0,0,0,0,0,0
446075,0,0,0,0,1,0,0,0,0,0,0
446669,0,0,0,0,0,0,0,0,0,0,0
446682,0,0,0,0,1,0,0,0,0,0,0
448074,0,0,0,0,1,0,0,0,0,0,0
450433,0,0,0,0,0,0,0,0,0,0,0
450785,0,0,0,0,1,0,0,0,0,0,0
451310,0,0,0,0,0,0,0,0,0,0,0
451714,1,1,1,1,1,1,1,1,0,0,1
453025,1,1,1,1,1,1,1,1,1,1,1
453115,0,0,0,0,1,0,0,0,0,0,0
453125,0,0,0,0,0,0,0,0,0,0,0
457268,1,1,1,1,1,1,1,1,1,1,1
457288,1,1,1,1,1,1,1,1,1,1,1
462300,0,0,1,0,1,1,0,0,0,0,0
465974,0,0,0,0,1,0,0,0,0,0,0
466218,0,0,0,0,1,0,0,0,0,0,0
466852,0,0,0,0,1,0,0,0,0,0,0
466943,0,0,0,0,1,0,0,0,0,0,0
469282,1,1,1,1,1,0,1,1,0,0,1
469284,1,1,1,1,1,1,1,0,0,1,1
469545,0,0,0,0,1,0,0,0,0,0,0
469563,0,0,0,0,1,0,0,0,0,0,0
469994,0,0,0,0,1,0,0,0,0,0,0
470230,0,0,0,0,1,0,0,0,0,0,0
470304,1,1,1,1,1,1,1,1,1,0,1
470391,0,0,0,0,1,0,0,0,0,0,0
470433,0,0,0,0,1,0,0,0,0,0,0
470699,0,0,0,0,1,0,0,0,0,0,0
471011,0,0,0,0,0,0,0,0,0,0,0
471105,1,1,1,1,1,1,1,1,1,0,1
477704,1,1,1,1,1,1,1,1,1,1,1
497245,1,1,1,1,1,1,1,1,1,0,1
497539,1,1,1,1,1,1,1,1,1,1,1
497549,1,1,1,1,1,1,1,1,1,0,1
497593,1,1,1,1,1,1,1,1,1,1,1
497620,0,0,0,0,0,0,0,0,0,0,0
497637,1,1,1,1,1,1,1,1,1,1,1
497656,1,1,1,1,1,1,1,1,1,0,1
497770,1,1,1,1,1,1,1,1,1,1,1
498331,1,1,1,1,1,1,1,1,1,1,1
498386,0,0,0,0,0,0,0,0,0,0,0
498410,1,1,1,1,1,1,1,1,1,0,1
498783,1,1,1,1,1,1,1,1,1,1,1
498931,0,0,0,0,1,1,1,0,0,0,0
499002,0,0,0,0,1,0,0,0,0,0,0
499872,1,1,1,1,1,1,1,1,1,0,1
499943,0,0,0,0,1,0,0,0,0,0,0
499946,1,1,1,1,1,1,1,1,1,1,1
500619,0,1,1,0,0,0,0,1,0,0,0
500669,1,1,1,1,1,1,1,1,1,1,1
500680,1,1,1,1,1,1,1,1,1,1,1
500796,0,0,0,0,0,0,0,0,0,0,0
501416,1,1,1,1,1,1,1,1,1,1,1
501429,0,0,0,0,1,0,0,0,0,0,0
502198,0,0,0,0,1,0,0,0,0,0,0
502217,1,1,1,1,1,1,1,1,0,0,1
504199,0,0,0,0,1,0,0,0,0,0,0
504321,1,1,1,1,1,1,1,1,1,0,1
504859,1,1,1,1,1,1,1,1,1,1,1
504942,0,0,0,0,1,0,0,0,0,0,0
504966,1,1,1,1,0,1,1,1,0,1,1
505069,1,1,1,1,0,1,1,0,0,1,1
505127,1,1,1,1,1,1,1,1,1,0,1
505786,1,1,1,1,1,1,1,1,0,1,1
506699,1,1,1,1,1,1,1,1,0,1,1
509026,0,0,0,0,0,0,0,0,0,0,0
510227,0,1,0,0,1,0,0,0,0,0,0
510275,0,0,0,0,0,0,0,0,0,0,0
510296,1,1,1,1,1,1,1,1,0,1,1
510314,1,1,1,1,1,1,1,1,0,1,1
511074,0,0,0,0,1,0,0,0,0,0,0
511079,1,1,1,1,1,1,0,1,1,0,1
511081,1,1,1,1,1,1,1,1,0,1,1
511154,1,1,1,1,1,1,1,1,0,1,1
511172,1,1,1,1,1,1,1,1,0,1,1
511201,1,1,1,1,1,1,1,1,0,1,1
511218,1,1,1,1,1,1,1,1,1,1,1
511624,1,1,1,1,1,1,1,1,1,1,1
511641,0,1,1,1,1,1,1,1,1,1,1
511669,0,1,0,0,0,0,0,0,0,0,0
511742,1,1,1,1,1,1,1,1,1,1,1
511799,0,1,1,1,1,1,1,1,1,1,1
511937,1,1,1,1,1,1,1,1,0,1,1
511956,0,1,1,1,1,1,0,1,0,1,1
512281,0,0,0,0,1,0,0,0,0,0,0
512334,1,1,1,1,1,1,1,0,1,0,1
512352,1,1,1,1,1,1,1,1,1,1,1
512777,1,1,1,1,1,1,1,1,1,1,1
512825,0,0,0,0,0,0,0,0,0,0,0
512837,1,1,1,1,1,1,1,1,1,1,1
512870,1,1,1,1,1,1,1,1,1,1,1
512973,0,0,0,0,0,0,0,0,0,0,0
512974,1,1,1,1,1,1,1,1,1,1,1
515918,0,0,0,0,1,0,0,0,0,0,0
515925,0,0,0,0,0,0,0,0,0,0,0
516037,0,0,0,0,0,0,0,0,0,0,0
517072,0,0,0,0,0,0,0,0,0,0,0
517580,0,0,0,0,1,0,0,0,0,0,0
517804,0,0,0,0,1,0,0,0,0,0,0
517881,0,0,0,0,1,0,0,0,0,0,0
518341,0,0,0,0,1,0,0,0,0,0,0
518665,1,1,1,1,1,1,1,1,1,1,1
518699,0,0,0,0,0,0,0,0,0,0,0
526452,1,1,1,1,1,1,1,1,0,1,1
526490,1,1,1,1,1,0,1,1,0,0,1
526500,1,1,1,1,1,1,1,1,1,1,1
526522,1,1,1,1,1,1,0,1,0,1,1
526537,1,1,1,1,1,1,1,1,1,1,1
526652,0,0,0,0,1,0,0,0,0,0,0
526692,0,0,0,0,0,0,0,0,0,0,0
526702,1,1,1,1,1,1,1,1,0,1,1
527753,0,0,0,0,1,0,0,0,0,0,0
527818,1,1,1,1,1,1,1,1,1,1,1
527829,0,0,0,0,0,0,0,0,0,0,0
527835,1,1,1,1,1,1,1,1,0,1,1
527915,0,1,0,0,0,1,0,0,0,0,0
527994,1,1,1,0,1,0,1,1,0,0,1
528095,0,1,0,0,1,0,0,0,0,0,0
528096,0,1,0,0,1,0,0,0,0,0,0
528195,0,0,0,0,1,0,0,0,0,0,0
528841,0,1,0,0,1,0,0,0,0,0,0
529295,0,0,0,0,1,0,0,0,0,0,0
529313,0,0,0,0,1,0,0,0,0,0,0
530590,0,0,0,0,1,0,0,0,0,0,0
530998,0,0,0,0,1,0,0,0,0,0,0
531000,1,1,1,1,1,1,1,0,0,0,1
531308,0,1,0,0,1,0,0,0,0,0,0
531349,1,1,1,1,1,1,0,1,0,1,1
531419,1,1,1,1,1,1,1,0,1,0,1
531735,0,1,0,0,1,0,0,0,0,0,0
531736,0,1,0,0,1,0,0,0,0,0,0
531764,1,1,1,1,1,1,1,1,1,1,1
531849,0,1,0,0,1,0,0,0,0,0,0
532022,0,0,0,0,0,0,0,0,0,0,0
532081,1,1,1,1,1,1,1,1,1,1,1
532082,1,1,1,1,1,1,1,1,0,1,1
532110,0,0,0,0,1,0,0,0,0,0,0
532123,1,1,1,1,1,1,1,1,0,1,1
532196,0,1,0,0,1,0,0,0,0,0,0
532368,1,1,1,1,1,1,1,1,0,1,1
532429,0,0,0,0,0,0,0,0,0,0,0
532622,1,1,1,1,1,1,1,1,1,1,1
532644,1,1,1,1,1,1,0,1,1,1,1
532647,1,1,1,1,1,1,1,1,1,1,1
532652,1,1,1,1,1,1,1,1,1,1,1
532699,0,0,0,0,1,0,0,0,0,0,0
532705,0,0,0,0,1,0,0,0,0,0,0
532707,0,0,0,0,1,0,0,0,0,0,0
532842,0,0,0,0,0,0,0,0,0,0,0
533090,0,0,0,0,1,0,0,0,0,0,0
533161,1,1,1,1,1,1,1,1,0,1,1
533170,1,1,1,1,1,1,0,1,1,1,1
533455,1,1,1,1,1,1,1,1,1,1,1
533510,1,1,1,1,1,1,1,1,1,1,1
533534,0,0,0,0,1,0,0,0,0,0,0
533591,1,1,1,1,1,1,1,1,1,1,1
533626,0,0,0,0,1,0,0,0,0,0,0
533707,1,1,1,1,1,1,1,1,1,1,1
533728,1,1,1,1,1,1,1,1,1,1,1
533870,0,0,0,0,0,0,0,0,0,0,0
533882,0,0,0,0,1,0,0,0,0,0,0
533885,0,0,0,0,1,0,0,0,0,0,0
533886,0,0,0,0,1,0,0,0,0,0,0
533943,1,1,1,1,1,1,1,1,0,1,1
533992,1,1,1,1,1,1,1,1,1,1,1
534023,1,1,1,1,1,1,1,1,1,1,1
534024,1,1,1,1,1,1,1,1,0,1,1
534061,1,1,1,1,1,1,1,1,0,1,1
534429,0,1,0,0,1,0,0,0,0,0,0
534430,0,0,0,0,1,0,0,0,0,0,0
534495,1,1,1,1,1,1,1,1,0,1,1
534826,1,1,1,1,1,1,0,1,0,0,1
534834,1,1,1,1,1,1,1,1,1,1,1
534863,1,1,1,1,1,1,1,1,1,1,1
534876,1,1,1,1,1,1,1,1,1,1,1
534884,1,1,1,1,1,1,1,1,0,1,1
534901,0,0,0,0,1,0,0,0,0,0,0
535112,1,1,1,1,1,1,1,1,1,0,1
535131,1,1,1,1,1,1,1,1,1,1,1
535144,1,1,1,1,1,1,1,1,1,1,1
535230,1,1,1,1,1,1,1,1,1,1,1
535253,0,0,0,0,0,0,0,0,0,0,0
535265,0,0,0,0,1,0,0,0,0,0,0
535266,0,0,0,0,1,0,0,0,0,0,0
535280,1,1,1,1,1,1,1,1,1,1,1
535295,1,1,1,1,1,1,1,1,1,1,1
535340,1,1,1,1,1,1,1,1,0,1,1
535347,1,1,1,1,1,1,1,1,0,1,1
535451,1,1,1,1,1,1,1,1,0,1,1
535456,1,1,1,1,1,1,1,1,1,1,1
535485,1,1,1,1,1,1,1,1,1,1,1
535487,1,1,1,1,1,1,1,1,1,1,1
535524,0,0,0,0,1,0,0,0,0,0,0
535576,1,1,1,1,1,1,1,1,1,0,1
535622,1,1,1,1,1,1,1,1,1,1,1
535979,1,1,1,1,1,1,0,1,0,0,1
536037,1,1,1,1,1,1,1,0,1,0,1
536042,1,1,1,1,1,1,1,1,0,1,1
536056,0,0,0,0,1,0,0,0,0,0,0
536278,1,1,1,1,1,1,1,1,1,1,1
536285,1,1,1,1,1,1,0,0,1,1,1
536309,1,1,1,1,1,1,1,1,0,1,1
536313,1,1,1,1,1,1,1,1,1,1,1
536326,1,1,1,1,1,1,1,1,1,1,1
536434,1,1,1,1,1,1,1,1,1,1,1
536435,1,1,1,1,1,1,1,1,1,1,1
536479,1,1,1,1,1,1,1,1,1,1,1
536625,1,1,1,1,1,1,1,1,1,1,1
536634,1,1,1,1,1,1,1,1,1,1,1
536662,1,1,1,1,1,1,1,1,1,0,1
536668,1,1,1,1,1,1,1,1,0,0,1
537087,1,1,1,1,1,1,1,1,1,1,1
537130,1,1,1,1,1,1,1,1,1,0,1
537420,1,1,1,1,1,1,1,1,0,0,1
537433,1,1,1,1,1,1,1,1,0,1,1
537438,1,1,1,1,1,1,1,1,1,1,1
537765,1,1,1,1,1,1,1,1,1,1,1
537777,1,1,1,1,1,1,1,1,1,1,1
537785,1,1,1,1,1,1,1,1,1,1,1
537812,1,1,1,1,1,1,1,1,0,0,1
537887,1,1,1,1,1,1,1,1,1,1,1
537901,0,0,0,0,0,0,0,0,0,0,0
538019,1,1,1,1,1,1,1,1,1,1,1
538020,1,1,1,1,1,1,1,1,0,0,1
538037,1,1,1,1,1,0,1,1,0,0,1
538133,1,1,1,1,1,1,1,1,1,0,1
538157,0,0,0,0,1,0,0,0,0,0,0
538244,1,1,1,1,1,1,1,0,0,1,1
538258,0,1,1,1,1,1,1,1,0,0,1
538784,0,1,1,1,1,1,1,1,1,1,1
538788,1,1,1,1,1,1,1,1,1,0,1
538795,0,1,0,1,0,1,0,0,0,0,0
538813,1,1,1,1,1,1,1,1,1,0,1
539158,1,1,1,1,1,1,1,1,1,0,1
539162,1,1,1,1,1,0,1,1,1,0,1
539177,1,1,1,1,1,1,1,1,1,0,1
539493,1,1,1,1,1,1,1,1,0,0,1
539568,1,1,1,1,1,1,1,1,1,0,1
539699,0,0,0,0,1,0,0,0,0,0,0
539755,1,1,1,1,1,1,1,1,0,0,1
539780,1,1,1,1,1,1,1,1,1,0,1
539855,1,1,1,1,1,1,1,1,1,0,1
539935,1,1,1,1,1,1,1,1,1,1,1
539946,1,1,1,1,1,1,1,1,1,0,1
540399,1,1,1,1,1,1,1,1,1,1,1
540418,1,1,1,1,1,1,1,1,1,0,1
540433,1,1,1,1,1,1,1,1,1,1,1
540449,1,1,1,1,1,1,1,1,0,0,1
540740,1,1,1,1,1,1,1,1,1,1,1
540812,1,1,1,1,1,1,1,1,0,0,1
540858,1,1,1,1,1,1,1,1,1,0,1
541007,0,0,0,0,0,0,0,0,0,0,0
541018,0,0,0,0,1,0,0,0,0,0,0
541045,1,1,1,1,1,1,1,1,0,0,1
541058,1,1,1,1,1,1,1,1,1,0,1
541114,1,1,1,1,1,1,1,1,0,0,1
541117,1,1,1,1,1,1,0,1,1,1,1
541119,1,1,1,1,1,1,1,1,1,1,1
541211,0,0,0,0,1,0,0,0,0,0,0
541266,1,1,1,1,1,1,1,1,1,0,1
541276,1,1,1,1,1,1,1,1,0,0,1
541301,0,0,0,0,0,0,0,0,0,0,0
541307,0,0,0,0,1,0,0,0,0,0,0
542303,1,1,1,1,1,1,1,1,1,1,1
542337,0,0,0,0,1,0,0,0,0,0,0
542400,0,0,0,0,1,0,0,0,0,0,0
542478,1,1,1,1,1,0,1,1,0,0,1
542492,1,1,1,1,1,1,1,1,0,0,1
542505,0,0,0,0,0,0,0,0,0,0,0
542531,0,0,0,0,1,0,0,0,0,0,0
542549,0,1,0,0,1,1,0,0,0,0,0
542571,1,1,1,1,1,1,1,1,1,1,1
542602,0,0,0,0,1,0,0,0,0,0,0
542669,1,1,1,1,1,1,1,1,1,1,1
543891,0,0,0,0,0,0,0,0,0,0,0
543946,0,0,0,0,1,0,0,0,0,0,0
544137,0,0,0,0,0,0,0,0,0,0,0
544195,0,0,0,0,0,0,0,0,0,0,0
544250,0,0,0,0,0,0,0,0,0,0,0
544373,1,1,1,1,1,1,1,1,1,1,1
544600,0,0,0,0,1,0,0,0,0,0,0
544631,1,0,0,0,0,0,0,0,0,0,0
545052,0,0,0,0,0,0,0,0,0,0,0
545054,0,0,0,0,0,0,0,0,0,0,0
545068,0,0,0,0,1,0,0,0,0,0,0
545072,0,0,0,0,1,0,0,0,0,0,0
545473,0,0,0,0,1,0,0,0,0,0,0
545902,0,0,0,0,0,0,0,0,0,0,0
546373,0,0,0,0,1,0,0,0,0,0,0
546442,1,1,1,1,1,1,1,1,1,0,1
546721,0,0,0,0,0,0,0,0,0,0,0
546748,0,0,0,0,0,0,0,0,0,0,0
546937,0,0,0,0,0,0,0,0,0,0,0
546953,0,0,0,0,1,0,0,0,0,0,0
546965,1,1,1,1,1,1,1,1,1,0,1
546997,0,0,0,0,1,0,0,0,0,0,0
551206,0,0,0,0,1,0,0,0,0,0,0
551207,0,0,0,0,1,0,0,0,0,0,0
551275,1,1,0,1,1,1,0,1,0,0,1
551339,0,0,0,0,1,0,0,0,0,0,0
551341,0,0,0,0,1,0,0,0,0,0,0
551488,1,1,0,1,1,1,0,1,0,0,1
552872,0,0,0,0,0,0,0,0,0,0,0
553032,0,0,0,0,0,0,0,0,0,0,0
553105,0,0,0,0,0,0,0,0,0,0,0
553776,0,0,0,0,1,0,0,0,0,0,0
553887,0,0,0,0,0,0,0,0,0,0,0
553990,0,0,0,0,0,0,0,0,0,0,0
554187,0,0,0,0,0,0,0,0,0,0,0
554764,0,0,0,0,0,0,0,0,0,0,0
554835,1,1,1,1,1,1,1,1,1,1,1
554906,0,0,0,0,0,0,0,0,0,0,0
555071,1,1,1,1,1,1,1,1,1,1,1
555304,1,1,1,1,1,1,1,1,1,1,1
555352,1,1,1,1,1,1,1,1,1,1,1
555372,0,0,0,0,0,0,0,0,0,0,0
555431,0,0,0,0,0,0,0,0,0,0,0
559224,0,0,0,0,0,0,0,0,0,0,0
559251,0,0,0,0,0,0,0,0,0,0,0
559257,0,0,0,0,0,0,0,0,0,0,0
559373,0,0,0,0,0,0,0,0,0,0,0
559412,0,0,0,0,0,0,0,0,0,0,0
559430,0,0,0,0,0,0,0,0,0,0,0
560092,1,1,1,1,1,1,1,1,1,1,1
560953,0,0,0,0,0,0,0,0,0,0,0
561442,0,0,0,0,0,0,0,0,0,0,0
561461,0,0,0,0,0,0,0,0,0,0,0
561670,0,0,0,0,0,0,0,0,0,0,0
561675,0,0,0,0,0,0,0,0,0,0,0
561758,1,1,1,1,1,1,1,1,1,0,1
561809,0,0,0,0,0,0,0,0,0,0,0
562001,0,0,0,0,0,0,0,0,0,0,0
562013,0,0,0,0,1,0,0,0,0,0,0
562031,0,0,0,0,1,0,0,0,0,0,0
562049,0,0,0,0,0,0,0,0,0,0,0
562122,0,0,0,0,1,0,0,0,0,0,0
562131,0,0,0,0,0,0,0,0,0,0,0
562215,0,0,0,0,1,0,0,0,0,0,0
562247,0,0,0,0,0,0,0,0,0,0,0
562284,0,0,0,0,0,0,0,0,0,0,0
562477,0,0,0,0,0,0,0,0,0,0,0
562554,0,0,0,0,0,0,0,0,0,0,0
562559,0,0,0,0,0,0,0,0,0,0,0
562565,0,0,0,0,0,0,0,0,0,0,0
562594,0,0,0,0,0,0,0,0,0,0,0
562599,0,0,0,0,1,0,0,0,0,0,0
562620,0,0,0,0,0,0,0,0,0,0,0
562685,0,0,0,0,1,0,0,0,0,0,0
562730,0,0,0,0,1,0,0,0,0,0,0
562735,0,0,0,0,1,0,0,0,0,0,0
562790,0,0,0,0,0,0,0,0,0,0,0
562796,0,0,0,0,1,0,0,0,0,0,0
562846,0,0,0,0,1,0,0,0,0,0,0
562873,1,1,1,1,1,1,1,1,1,1,1
562890,0,0,0,0,0,0,0,0,0,0,0
562972,1,1,1,1,1,1,1,1,1,1,1
563000,0,0,0,0,0,0,0,0,0,0,0
563493,0,0,0,0,0,0,0,0,0,0,0
563499,0,0,0,0,0,0,0,0,0,0,0
563545,0,0,0,0,0,0,0,0,0,0,0
563688,0,0,0,0,0,0,0,0,0,0,0
563794,0,0,0,0,0,0,0,0,0,0,0
563815,0,0,0,0,0,0,0,0,0,0,0
563840,0,0,0,0,1,0,0,0,0,0,0
563860,0,0,0,0,1,0,0,0,0,0,0
564108,0,0,0,0,0,0,0,0,0,0,0
564183,0,0,0,0,1,0,0,0,0,0,0
564221,0,0,0,0,0,0,0,0,0,0,0
564235,0,0,0,0,1,0,0,0,0,0,0
564407,0,0,0,0,0,0,0,0,0,0,0
564443,0,0,0,0,1,0,0,0,0,0,0
564462,1,0,0,0,0,0,1,0,0,0,0
564509,0,0,0,0,1,0,0,0,0,0,0
564825,0,0,0,0,0,0,0,0,0,0,0
564876,0,0,0,0,0,0,0,0,0,0,0
565060,0,0,0,0,0,0,0,0,0,0,0
565086,1,1,1,1,1,1,1,1,1,1,1
565095,0,0,0,1,0,0,0,0,0,0,0
565114,0,0,0,1,0,0,0,0,0,0,0
565199,0,0,0,0,1,0,0,0,0,0,0
565239,1,1,1,1,1,1,1,1,1,1,1
565340,0,0,0,0,0,0,0,0,0,0,0
565483,1,1,1,1,1,1,1,1,1,1,1
565572,1,1,1,1,1,1,1,1,1,1,1
565620,1,1,1,1,1,1,1,1,1,1,1
565631,0,0,0,0,0,0,0,0,0,0,0
565697,0,0,0,0,0,0,0,0,0,0,0
565760,0,0,0,1,0,0,0,0,0,0,0
565785,0,0,0,0,1,0,0,0,0,0,0
566124,0,0,0,0,0,0,0,0,0,0,0
566232,1,0,0,0,1,0,0,0,0,0,0
566619,1,1,1,1,1,1,1,1,1,1,1
567247,1,1,1,1,1,1,1,1,1,1,1
567527,1,1,1,0,1,0,0,0,0,0,0
568664,1,1,1,1,1,1,1,1,1,1,1
568673,1,1,1,1,1,1,1,1,1,1,1
569481,1,0,0,0,1,0,0,0,1,0,0
569495,1,1,1,1,1,1,1,1,0,0,1
569524,0,0,0,0,0,0,0,0,0,0,0
569749,0,0,0,0,0,0,0,0,0,0,0
569796,0,0,0,0,0,0,0,0,0,0,0
569836,0,0,0,0,1,0,0,0,0,0,0
569869,0,0,0,0,0,0,0,0,0,0,0
572888,1,1,1,1,1,1,1,1,0,0,1
572974,1,1,1,1,1,1,1,1,1,1,1
573120,1,1,1,1,1,1,1,1,1,1,1
573146,1,1,1,1,1,1,1,1,0,1,1
573515,1,1,1,1,1,1,1,1,0,0,1
573554,0,0,0,0,0,0,0,0,0,0,0
573560,0,0,0,0,1,0,0,0,0,0,0
576696,1,1,1,1,1,1,0,1,1,1,1
577313,0,0,0,0,1,0,0,0,0,0,0
580003,1,1,1,1,1,1,1,1,1,1,1
580057,1,1,1,1,1,1,1,1,1,1,1
580059,0,0,0,0,1,0,0,0,0,0,0
580080,0,0,0,0,1,0,0,0,0,0,0
580090,0,0,0,0,1,0,0,0,0,0,0
580170,0,0,0,0,0,0,0,0,0,0,0
580261,1,1,1,1,1,1,1,1,1,1,1
580280,0,0,0,0,0,0,0,0,0,0,0
580319,0,0,0,0,0,0,0,0,0,0,0
581099,0,0,0,0,1,0,0,0,0,0,0
581110,0,0,0,0,0,0,0,0,0,0,0
581143,0,0,0,0,1,0,0,0,0,0,0
581168,0,0,0,0,0,0,0,0,0,0,0
581214,0,1,1,1,1,1,1,1,1,1,1
583448,1,1,1,1,1,1,1,1,1,1,1
583541,1,1,1,1,0,0,1,1,0,0,1
583555,1,1,1,1,1,1,1,1,0,0,1
584623,0,0,0,0,1,0,0,0,0,0,0
585042,1,1,1,0,1,0,1,1,0,0,1
585296,1,1,1,1,1,1,1,1,1,1,1
585325,1,1,1,1,1,1,1,1,1,0,1
588032,0,0,0,0,0,0,0,0,0,0,0
588035,1,1,1,1,0,1,1,1,0,0,1
588293,0,0,0,0,0,0,0,0,0,0,0
588317,0,1,0,0,0,0,0,0,0,0,0
589735,0,1,1,0,1,0,0,0,0,0,0
589802,1,1,1,1,1,1,1,0,0,1,1
589815,0,1,1,1,1,1,1,1,1,0,1
589819,1,1,1,1,1,0,1,0,0,0,1
589861,1,1,1,1,1,1,1,1,1,0,1
589904,1,1,1,1,1,1,1,1,0,0,1
589913,0,0,1,0,1,1,0,0,0,0,0
589939,1,1,1,1,1,1,1,1,0,0,1
589951,1,1,1,1,1,1,1,1,0,0,1
590023,1,1,1,1,1,1,1,1,0,0,1
590129,1,1,1,1,1,1,1,1,0,0,1
591189,1,1,1,1,1,1,1,1,1,1,1
591192,0,1,1,0,0,1,0,0,0,0,0
591572,1,1,1,1,1,0,1,0,0,0,1
591724,0,1,0,0,1,0,0,0,0,0,0
591755,0,0,0,0,0,0,0,0,0,0,0
591769,1,1,1,1,1,1,1,1,1,1,1
591840,1,1,1,1,1,1,1,1,1,0,1
591984,1,1,1,1,1,1,1,1,1,0,1
592111,0,0,0,0,0,0,0,0,0,0,0
592139,1,1,1,1,1,1,1,1,1,1,1
592177,0,0,0,0,0,0,0,0,0,0,0
592558,1,1,1,1,1,1,1,1,1,1,1
592642,0,0,0,0,0,0,0,0,0,0,0
592736,1,1,1,1,1,1,1,1,1,1,1
593091,1,1,1,1,1,1,1,1,0,0,1
593300,0,0,0,0,0,0,0,0,0,0,0
593435,0,0,0,0,1,0,0,0,0,0,0
593470,1,1,1,1,1,1,1,1,0,0,1
594842,1,1,1,1,1,1,1,1,1,0,1
594854,1,1,1,1,1,1,1,1,1,1,1
594860,1,1,1,1,1,1,1,1,1,0,1
594886,1,1,1,1,1,1,1,1,0,0,1
594921,1,1,1,1,1,1,1,1,0,0,1
594955,1,1,1,1,1,1,1,1,0,0,1
595091,0,0,0,0,1,0,0,0,0,0,0
595113,0,0,0,0,0,0,0,0,0,0,0
595180,1,1,1,1,1,1,1,1,0,0,1
595913,1,1,1,1,1,1,1,1,0,1,1
595916,1,1,1,1,1,1,1,1,0,1,1
596976,1,1,1,1,1,1,1,1,1,1,1
597267,1,1,1,1,1,1,1,1,1,1,1
597330,1,1,1,1,1,1,1,1,0,0,1
597601,1,1,1,1,1,1,1,0,0,0,1
597762,1,1,1,1,1,1,1,1,1,0,1
597803,0,0,0,0,0,0,0,0,0,0,0
597817,0,0,0,0,0,0,0,0,0,0,0
597822,1,1,1,1,1,1,1,1,1,0,1
597970,1,1,1,1,1,1,1,1,0,0,1
598010,1,1,1,1,1,1,1,1,0,0,1
599212,1,1,1,1,1,1,0,0,0,0,1
601731,0,0,0,0,1,0,0,0,0,0,0
601735,1,1,1,1,1,1,1,1,1,1,1
601742,1,1,1,1,1,1,1,1,1,1,1
601757,0,0,0,0,0,0,0,0,0,0,0
602164,0,0,0,0,1,0,0,0,0,0,0
602188,0,0,0,0,1,0,0,0,0,0,0
603873,1,1,1,1,1,1,1,1,1,1,1
603959,1,1,1,1,1,1,1,1,1,1,1
604031,0,0,0,0,0,0,0,0,0,0,0
604585,1,1,1,1,1,1,1,1,1,1,1
605057,0,0,0,0,0,0,0,0,0,0,0
605071,0,0,0,0,0,0,0,0,0,0,0
605386,1,1,1,1,1,1,1,1,0,0,1
606556,0,0,0,0,1,0,0,0,0,0,0
606591,1,1,1,1,1,1,1,1,1,1,1
606611,0,0,0,0,0,0,0,0,0,0,0
607686,0,0,0,0,1,0,0,0,0,0,0
607696,1,1,1,1,1,1,1,1,1,1,1
608567,0,0,0,0,0,0,0,0,0,0,0
609388,1,1,1,1,1,1,1,0,1,0,1
609394,1,1,1,1,1,1,1,1,1,0,1
609407,1,1,1,1,1,1,1,1,1,1,1
610748,1,1,1,1,1,1,1,1,1,1,1
613439,0,0,0,0,0,0,0,0,0,0,0
613539,0,0,0,0,0,0,0,0,0,0,0
613540,0,0,0,0,0,0,0,0,0,0,0
617715,1,1,1,1,1,1,1,1,1,0,1
617738,1,1,1,1,1,1,1,1,1,1,1
618422,1,1,1,1,1,1,1,1,1,1,1
619207,0,0,0,0,1,0,0,0,0,0,0
619242,0,0,0,0,0,0,0,0,0,0,0
620540,1,1,1,1,1,1,1,1,1,1,1
621185,1,1,1,1,1,1,1,1,1,0,1
621192,1,1,1,0,1,0,0,0,0,0,0
621265,1,1,1,1,1,1,1,1,1,1,1
621290,0,0,0,0,0,0,0,0,0,0,0
621709,0,1,0,0,1,0,0,0,0,0,0
621780,0,0,0,0,0,0,0,0,0,0,0
622809,1,1,1,0,1,1,1,1,0,0,1
622823,1,1,1,1,1,1,1,1,1,0,1
622843,0,0,0,0,0,0,0,0,0,0,0
622866,0,0,0,0,0,0,0,0,0,0,0
